x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054
71,0,1.9459726,0,0,0,3.402065,0,1.8622948,4.327287,0,0,0.89145684,0.6902653,0,0.16607952,2.1788921,0,0,0,0,4.2441235,5.3542852,0,0,0,0.9555835,7.5789056,4.6213617,1.4003327,0,0,0,0,0.31265515,0,1.2036475,1.5385038,0,1.8076767,0,0,4.603292,5.241509,1.9138993,0,0,0,14.699615,1.5761625,0,0,0,2.7256508,0,0
72,0,0,0,0,0,0,0,3.0721688,0,3.868364,0,0,8.080955,0,0.66922677,2.0407236,0,0,0,0,0,0.4817254,0.9316749,0.74007404,0,0,3.5346932,3.030429,0,0,0,0.36383232,0,2.0716443,0,0,3.9167206,0,0,0,0,2.832602,1.5500623,0,0,0,0,1.1558492,0,0.8851366,0,0,0,0,0
73,0,0,3.6721547,0,0,0,5.0357866,0,10.965995,0.5235688,0,0,0,0.83344674,1.5235922,0,0,0,3.0135086,0,1.7393575,3.0854998,2.4998405,0,0,1.7283565,2.91308,0.6903992,0,0,2.0367305,0,4.859475,0,0,0.38687733,0.015891954,2.410132,0.37373257,0.18259494,0,3.9945085,0.42349994,2.669326,0,0.7856894,0,4.870032,0,0.53619534,3.1435938,0,0,0,1.0615616
74,3.260101,0,0,0,0,0,0,3.9112022,0,0,0,0.24836107,0,0,4.0437055,8.704625,0,2.8994193,0.7278428,0,0,0,0.65946,4.783805,0,0.023293853,0,3.133378,0,0,13.230435,0,0,0,0,2.5316153,0,0,0,0,0,6.2959714,3.6488845,3.0967877,0,0,0,10.471466,0,0,7.3720126,3.4016182,0,0,0
75,0,1.2903715,0,2.9424522,0,0,0.8259125,5.420752,0.10390223,0,0,3.8975894,0,0,0,0,0,0.05279189,0,0,0,0,3.5485597,0,0,0.47445795,9.817133,4.849782,0,0,0,0,0,0,0,3.4378774,0.84348476,0,1.6948,0,0,0.95338094,0,0.71443295,0,0,0.097613,6.996269,0,0,0,3.4608152,0,0,4.0345197
76,2.60824,4.213655,0.48212913,8.519422,0,0,6.811907,0,4.227593,0,0,0,5.046961,0,0,0,0.025228713,0,1.1893935,0,0,0,2.9283931,3.3388033,0,1.0067369,0,3.5554624,0,1.4787685,0,1.2069768,0,0,0,0,0.5860522,0,1.5667177,0,0,4.6350675,0,2.7950184,0,0,0,0,0,0,0,10.348814,1.4638405,0,1.5352776
77,0,0,0,6.885256,0,0,0,0,0,0,0,3.722537,3.7289493,0,2.3311265,2.5577798,0,0,0,0,5.877021,0.19290142,0.4693991,0,1.2586828,0,0,0,0,0,0,0,0,0,0,1.7222191,1.9497508,0,0,0,0,0.27628455,0.091545485,3.9231417,0,0,0,10.612305,0,0,0,0,0,0,0
78,0,0.62075925,0,0,0,0,6.659571,0.99000126,0,3.9575415,0,0,9.197882,7.473813,1.5341982,2.1985629,0,0,1.3501995,5.782196,9.19713,3.9096787,0,11.481381,0,1.2647963,0,2.608199,0,0,4.202242,0,0.7842803,1.738956,8.454612,0,0,0,2.2599127,1.8578275,2.344994,1.7425499,0,1.6690072,0,0,0,4.58357,0.38814634,0,0,0.33515197,0,0,0
79,0,0,0,0,0,0.7446809,0,1.1861547,5.0140605,0,0.8043578,0,3.814146,0,0,0,0,0,0,3.3106031,0.93939155,3.2456648,1.1064234,8.58953,0,1.0395588,0,0,0.012974711,0.27945414,5.534303,1.4418828,0,0,0,3.43867,0,0,0,0,0,4.444745,1.2336447,0.7447648,8.50949,0,0,0,0,0,3.3959668,0,0,0,0
80,2.9447517,0,4.1160693,0,2.088516,2.1586332,0,0,2.6781201,0,0.23600109,0,1.2364221,0,1.8678268,3.1137977,0,0,0,0.055765938,0,4.771821,1.261868,0,0,0,0,0,0,0,0,1.1728237,0,0,6.308243,1.2930595,1.4701555,0,0,1.1945316,0,0,0,2.3643384,1.8279775,0,0,0,0,0,1.4299195,0,0,0,0
81,0,0,0,0,0,0.10189665,2.5399058,0,0,0,0,0,0,0,0.68251956,0,0,0,1.5161576,0.77180326,2.2770913,2.1258442,1.2420465,1.2338071,0.21704535,0,0,0,0,0,0,0.17144789,0,0,0,4.3124957,0,1.3558166,0,0,0,0,0,0,0,0.85185575,0,0,0,0,0,0,0,0,0
82,0,7.9941034,0,4.8196125,0,0,0,0,0,0,0,0,0,0,2.015027,0,0,0,2.836443,0,0,0,0,0,0,0.54391223,0,0,0,0,0,0,0,0,0,0.7963595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,26.497303,0,0,0,6.235558,0,0,1.7414826,0,0,0,0,0,1.0858197,0,0,0,0,0,0,0,0,0,1.4369558,1.6925744,5.5956516,0,0,0,0,0,0,2.2595773,8.417033,0.4452783,1.357382,3.278641,1.4348853,1.5340854,1.8336666,0,0,0,0,9.925033,28.792372,0,10.636008,0,0,0,3.1662476,8.39972,0
84,5.2380633,0,0,0,7.2992096,0,0,0,0,0,13.139492,0,0,5.1748905,0,0,11.440931,0,0,0,0,0,0,0,3.2656245,0.21547663,6.6555977,0,13.898817,7.245978,0,0,3.438713,0,19.219402,0,0,6.5808344,0,10.701041,8.053532,0,0,0,12.323515,8.551722,20.230665,0,2.3725042,5.3841133,0,8.135892,0,4.054122,0
85,6.616698,0,2.6913095,0,9.440633,0.9872606,0,1.2799487,0,0,10.511188,6.8609586,0,5.5461345,0,0,6.9048395,6.142434,0,0,0,0,0,0,0,0,13.998089,0,4.373665,0,0,0,1.6993862,0,6.838841,0,0,1.1008308,1.8697337,3.8900695,5.045228,0,0,0,0,0,0,0,0,0,5.625225,0,0,0,0.9931086
86,0,0,0.60455364,0,5.9013734,2.700322,0,0,0,0,6.338667,0,0,5.794825,0,0,0,10.433575,0,0,0,0,0,0,5.0442286,0.321081,3.8794634,0,0.90455806,2.813354,0,2.9434488,3.338986,0.53296185,0,0,0,2.8744888,2.024726,6.4197803,8.973413,0,0,0,9.929973,6.0286417,2.8467479,0,2.5004437,6.8132763,0,9.497655,1.083791,9.376877,0
87,3.647434,0,1.3846364,0.65730697,0,0.87870795,0,0,0,0,0,1.178588,0,16.320913,0,0,1.9289522,13.481944,0,5.9622355,0,0,0,0,0,0,0,0,0,4.244641,9.274587,0,0,0.5704402,24.229006,0,0,4.608978,0,0,3.1915631,0,0,0,5.9491506,1.5034281,13.697688,0,0,1.872652,0,4.1618686,5.0310655,2.6176198,3.1558335
88,0,4.010357,0,4.7106733,0,1.506698,2.4765453,2.0485613,3.4988356,6.144017,0,0,0,9.616801,3.4884677,0,0,0,0,15.70188,0,0.9288101,3.6258357,0,0,0,0,6.5013123,0,0,0,0.5125715,0,0,10.772968,0,1.2742349,1.6380569,0,0,1.5472425,0.3026672,5.211613,0,0,0,0,0.08768883,0,0,0,0,0.13468374,0,3.6643896
89,0.8180703,2.7352357,0,0,0,0.9119775,2.8605027,0.54076964,0.3327358,4.2850604,0,0,5.0097995,0,1.2072306,0,0,5.3718796,0,0,0.010629009,7.2147713,0.49216747,8.07561,0,0,0,3.6574159,0,0,0,0.3857678,0,3.0074248,8.068449,0,1.7225833,0,0,0,0,2.5431383,0,0,0,3.4219828,0,14.744169,0,0.20637162,0,0,0,0,0
90,0,0,0,2.0065289,0,0,0,0,0,0,0,2.5837662,1.840579,0,3.3947396,8.758258,0.032467637,0,0,0,8.212407,0.23971127,2.3535094,4.573601,1.0615392,1.5776126,11.488613,0,0,0.4198511,2.624349,1.5702498,0,0,3.4132903,0,0,0,0,0,0,1.6078197,0,4.537566,0,0,0,6.0471487,0,1.8290143,0,1.3095448,0,0,0
91,0,7.178182,5.828035,7.208483,0,0,2.3567019,0,0.095422976,0,1.3002039,0,0.4371036,0,0,3.3381488,0.049398504,0,0,8.321416,0,2.359209,2.6346633,9.529948,0,1.5643787,0.05448001,3.5795784,0,0,6.4604025,1.5728649,0,2.7211933,0,0,5.327686,0.1879376,0,0,0,3.0001976,1.6712512,0.48482996,0,0,0,6.263979,0,0,0.83549076,6.6720777,0,0,6.011756
92,0,8.480837,0,15.582383,0,1.8417112,0,0,0,0,0,5.1437926,1.0004933,0,1.2868832,0,0.75140846,0,3.2358284,5.9511056,0,0.338639,0.46005106,11.314423,0,0,0,2.319934,0,0,0,0,0,2.2743547,1.4450972,0,0,0.6496085,2.5801792,0,1.7362916,0.7302197,0,1.717393,0,0,0,13.809037,1.9216374,2.8321116,0,0,0,0,0
93,0,0,0,0,0,0,0,1.084654,0,3.992561,1.9489418,6.260876,0,0,1.0404602,4.0100956,0.24532455,0,1.8334876,14.679211,0,2.54534,0,5.602359,0.010330062,0,0,4.135987,0,0.501044,0,0,3.7300842,0,8.238544,0,2.6971223,2.8351514,1.2900395,0,0.16166319,4.601288,3.0607693,0,0,0,0,8.601711,0,0,0.6767655,0,0,0,0
94,0,0,0,0,0,0,0,0,0.01776121,4.7644477,0,0,7.0884585,3.568872,0,0,3.4692156,0,0,0,0,1.212627,0,9.673878,0,0,0,2.057973,0,0,15.554214,0,0,0.50668824,3.2941136,1.8665566,1.4907151,0.54877996,0,0,3.5570414,0.9332222,0,2.7359092,0,0,0,9.526641,2.6172276,0.8139005,0,3.2101984,0,0,0
95,0,0,0,0,0,1.0270299,2.945865,0.46847773,3.0937705,0,6.541123,0,0,4.6701207,0,0,0.5143702,1.1207222,2.8672628,9.369543,0.7356451,0.48049033,0.7377397,0,3.1311817,0,0,0,1.0756602,0.78651404,5.21872,1.3167038,2.3485053,0.71759546,11.170365,0.46553823,0.7272156,0,0,0.021299042,4.2895823,1.7151117,0,1.1230406,1.0385017,0,0,0,0,2.604321,0,0.9082597,0,1.2576796,0
96,1.7292355,0,0.27586928,3.2962012,0,1.8691076,3.434328,0.5733393,0,5.889016,0,0,0,20.640354,0,0,0,4.259485,0,23.056,4.8367414,0,0,6.077624,0.72990936,0.43119916,0,0,0,8.442805,11.268365,0.7376972,0,3.2907667,0,0,0,0,1.7669268,0,2.2481189,0,2.6721952,0.011068928,0.006757228,0,0,0,0,0,0.6345761,1.3288307,0,0,1.608843
97,0,0.6891334,3.7372813,0,0,0.1566781,0,0.179622,1.8036674,0,5.027911,3.3619318,8.258076,0,1.4947299,1.4255173,0,0,0,0,1.5874772,0,0,14.392183,2.7245388,2.8068178,0,0,6.897032,5.228879,2.9150383,1.9699234,1.0150777,0,29.552301,0,0,0,0,3.155649,5.064186,1.5712146,2.4833028,0,12.246668,2.7815459,3.156922,0,0.20284866,1.8379904,0,17.261349,1.2189391,0,1.1532265
98,0,17.561478,1.3624876,2.7381802,0,0,0,0,0,2.963363,0,0,3.5320783,0,0,1.0118352,0,0,0,1.7522951,0.061679337,2.5287075,3.1862895,0,2.6357532,0,0,0,0,0,3.2642148,0,1.0784996,0.003162151,1.4415143,7.4285474,3.5976863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3.7810216,0,0.8118175,3.1661983,0,0,0,0,2.8020043,0.47505373,0,0,0,18.885502,0,0,0.88768166,6.1892586,5.8443136,0,0,0,1.5951095,1.8809158,0,1.574725,0,0,0,0,0,0,0,3.2188542,0,0,1.4903723,0,0.7539274,0,0,0,0,0,5.652838,1.6050929,0,0,0.46999577,1.2997134,0,18.15539,4.4280887,8.515329,0
100,3.48152,0,0,0,2.1182966,0,2.3420053,0.40489194,0,1.4247568,0,0,0,0,0,0.12516405,6.5869675,0,0,0,0.111100465,0,0,0,0,0,5.4549823,0,0,0,0,0,0,0.11203252,0,0,0.5769047,0,1.401363,0.32082275,4.7278004,0,0,0,0,0,0,0,0,0.9244512,0,11.858283,2.251349,7.3124413,0
101,0.5378971,4.7236032,0,0,13.075983,0,0,0,0,0,9.343818,0,0,0,0,0,8.654664,0,0,0,0,0,0,0,0,1.9773103,6.307295,0,11.109414,10.043351,0,1.1060901,2.0222342,0,2.1478937,0,0,6.3579354,3.2093434,13.76183,4.7160454,0,0,0,17.602272,14.617353,35.987873,0,7.436449,2.9838305,0,4.233404,0,5.3370047,0
102,1.407476,0,0.49664026,4.924831,1.7980402,0.91550606,1.3108866,0.17340484,0,0,10.304452,0,0,0,0,0,2.6894524,8.29637,0,0,0,0,0,0,0,0,0,0,3.7201269,0,4.4670677,0,0,0,0,0,0,0,4.0373583,3.228602,3.8332906,0,0,0,0,0,0,0,0,0,2.1775277,0,0,0,1.3004289
103,0,11.358814,1.8409628,13.546171,0,0,0,0,0,0,0,0,0,6.6300354,2.3430297,4.6967993,0,4.3022103,0,9.15338,0.16659068,0,0.5508745,0,0,0.04088615,6.825523,0.42611107,0,0,1.1776636,0,0.40151376,0,0,0,2.5307803,0,0,0,0,1.2712486,4.8156576,1.7602091,0,0,0,0,0,0,2.8301737,1.9979142,3.1584187,0.5816544,0
104,1.1797643,0,0,0,0,1.6840425,0,8.949672,8.416604,4.59161,0,2.8138325,1.3592772,0,0.04400621,0,0,0,3.3434954,0,5.0498075,0.3584035,3.9958143,3.8255372,0,0,3.4811358,3.4196014,0,0,2.1274066,0,0,1.3299456,1.5511324,0.38567737,0.76737076,0,0,0,0,7.763402,0,0,0,0,0,5.5209074,0,0.026138999,0.4000246,0,0,0,0
105,0.38997766,0.16177297,0,0,0.83423406,0.7656302,0,0.8776737,3.2257435,9.4231,0,0,7.4274917,0,2.683422,2.7628071,0,3.4953825,0,0,0,0,0,0,3.435576,0,0,4.84418,0,0,4.8726707,3.1539905,0,0,0,0,3.6205363,1.4759332,3.1099896,0,0,2.872375,1.2712965,1.6926166,0,0,0,0,0.15093558,0,2.3246074,0,2.3564477,0.023466667,0
106,0,0,0,0,0,2.6242442,0,0,0,0,0,2.4593427,1.297745,0,7.5325074,0,0,2.2309632,2.502224,0,4.9903464,0,0,0,1.0310518,0,0.3403115,2.7007356,0,0,0,0,0,0,0,1.7070777,0,0,0,0,0,4.6552687,0,4.5490355,0,0,0,4.242497,0,0,2.3956869,2.9363194,0,0,0
107,0,0,0,3.5197408,0,0,3.560883,4.302735,0,3.4451826,0,1.1073909,10.567785,0,0,4.587583,0,0,0,0,0,1.001285,3.811211,9.157515,0.27537134,0.4388496,0,1.7369009,0,0,1.72448,1.0062791,0,0,0,0,3.9617724,0,1.0314573,0,0,3.1353085,1.6788359,1.1924434,0.097289205,0,0,0,0,0,0,0,0,0,1.1379937
108,0,0,3.5035162,0,0,0,6.22442,1.1786542,8.05947,5.9028707,2.302849,0,2.1767023,0,0,0,0,0,4.8529124,0,0.8160442,2.6904984,0,13.524592,0,0,0,0.6931073,0,0,0,0,0,1.228716,0,1.2667801,0,0,0,0,0.9011852,1.0345646,0,3.8949234,0,0,0,16.425907,0,0,0,0,0,0,2.866987
109,0,12.627939,0.25502688,0,0,0,4.471575,6.262509,5.499699,0,0,0,0.20728713,0.029073298,6.4481673,0,0,0,0,0,0,0,0.55908775,18.021942,0,0.8532313,0,0,0,0,4.2980556,0,0,1.5667523,6.9010596,2.5974944,0,0,0,0,0,2.112521,0,4.666728,0,0,0,0.29123837,0,0,4.452183,0,0,0,0
110,0,6.5207214,2.3319414,0,0,0,3.9048667,0,0.87353176,0,0,2.2256577,4.8317585,0,0,2.3060215,0,0,1.9534361,0,0,2.5289528,0,0,0,0,5.386519,4.7063828,0,0,0,0,0,0,1.7567992,0,1.9764079,0,0,0,0,4.190312,0.45948836,6.2013927,0,0,0,0,0,0,0.8310405,0,0,0,0
111,0,0,0,4.071816,3.296351,0,1.9254309,0.68545455,5.0679226,0,0,0,0,0,0.6468941,0,0,1.6990789,0,0,7.786203,0,4.045328,0,0,0,0,0.5767984,0,0,0,0,0,0,0,0.36364073,3.9250674,0,1.0857786,0,0,4.071546,3.520783,0.47503442,2.4261863,0,0,0,0,0,1.7943258,0,0,0,0
112,0,0,0,3.3169281,1.1639595,0,0,2.4699955,6.839737,0,0,0.29263428,6.061853,0,2.1978986,0.20155218,0,0,1.4704844,9.539506,0,3.486795,3.8217108,4.714574,0,0,0,0,0,0,0,0,0,0,0,0.44470987,1.1754254,0,0,0,0,1.2400571,0,0,0,0.75396895,0,6.5408907,0,0,1.3371367,0,0,0,0
113,1.6798947,0,0,0,0,1.4267133,6.0903783,0.97096103,0,0,0,2.59414,0,0.9220048,1.3829985,0,0,0,1.8123822,0,0,0.6288456,0,0,0,0,0,4.282399,0,0,0.5654651,1.0583111,3.2037132,0,0,1.4831474,0,0,0,0,0,3.8833938,2.0374181,3.8351977,0,0,0,0,0,0.1140385,4.321434,0,0,0,0.667474
114,0,0,0,0,0,4.7131815,0,0.50254375,2.10404,0,3.1203856,1.8873963,0,0,0,0,0,0,0,0,0,1.2001411,2.4168873,0,0,0,0,4.3882265,0,1.4742306,4.8268027,0.25172737,0,0,2.7211623,0,2.156385,0,0,0,0,8.236731,2.992996,1.7244524,0,0,0,0,2.0267582,0,2.2377467,0,0,0,0
115,0,10.840217,0,0,0,0,1.6519877,3.4499934,1.5635189,0,0,0,3.298609,0,0,8.506665,1.0999801,0,2.2150097,2.4322097,2.3229856,1.1619128,6.313901,0,0.009236713,0,0,3.4578373,0,1.6850514,5.6554465,0,0,0,0,0.5898382,0.109483145,0,0,0,0,1.29673,0,0,0,0.62644804,0,0,0,0,4.9042983,0,0,0,0.57685035
116,3.9522955,0,0,3.184471,0,0,3.3380487,0,1.5151232,0,0,0,0,0,0,0,0,0,0,0.12617117,0,0,0.4669614,0,0,1.3518736,0,2.3274581,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7125196,0,3.9834518,0,0,3.6426795,0,0,0,0,0,0,0,0
117,0,0,0,2.3946197,6.7071,1.9463016,0,0,1.2668716,0.7567944,0,2.4316401,0,12.281555,0,0,5.275663,3.4038873,0,5.6884303,0,0.044288095,0,4.5547996,0,0.48111367,0,0,0,0,0,0,0,0,11.3304405,0,0,4.4000487,1.4830832,6.5719295,11.749171,0,0,0,18.53258,5.785379,28.743416,0,5.2530794,5.088197,0,11.815968,0,10.985175,0.002233496
118,1.0554097,4.2105756,1.1227162,0,6.0918465,0,0,0,0,4.09499,10.778758,3.7910168,0,0,0,0,4.2387013,10.112506,0,5.1803,0,0,0,0,1.5887805,0.85429543,11.131133,0,11.904607,10.401521,1.4897503,0,0,2.2293525,1.5920256,0,0,7.0036654,0.87197113,7.873123,4.6125493,0,0,0,6.94242,0,0,0,5.985308,3.5444858,0,4.535279,0.73807657,3.1510713,0
119,4.598705,0,0,0,2.399742,0,3.5605297,0,0,0,2.7554524,0,0,2.3531442,0,0,3.0347488,11.413012,0,0,4.3356624,0,0,6.4043894,1.520113,1.5472302,7.402892,0,1.6425914,0.9437808,11.149959,0,0,0.39493975,6.939555,0,0.7883216,0.5660037,0,0,0.96370506,0,2.7380347,2.3090737,0,1.5355949,0,0,0,0,3.5381184,0,0,0,0.3759054
120,1.7424483,0,2.1833153,0,0,4.6912932,0,0,0,7.034168,0,0,0,11.306184,0,0,0,2.4855921,2.7409232,6.514391,10.335803,0,0,0,0,0,14.998518,0,0,0.54102224,0,1.4062766,4.903588,0,0,0,0,0,0,7.6695366,1.3172415,0,0,0,1.6740243,2.3056357,11.656523,0,0.7605255,3.4890916,0,13.935954,3.2609434,7.675636,0
121,2.1255004,0,2.477711,0,0,0,0,0,0,0,0,0,0,4.551548,0.71621984,0,4.8988886,8.134926,0.6711373,0,2.4354591,0,0,0,2.3511534,2.1158326,0,1.4710574,0.88402814,1.2515749,12.123208,0,3.2779238,0.63983035,0,0,4.1710277,0,0,0,0,4.352963,0,9.085602,0,0,0,0.738099,0,0,0.09777484,0,0,0,4.3392534
122,0,0,0,2.6381326,0,2.351201,0.027963433,4.6315193,0,6.561152,0,0.010692884,12.134671,19.351625,0,2.7760797,1.3892624,0,0,0,0,0,0,12.950094,0,2.4164643,0,1.1883093,1.4790941,1.2518193,4.214925,4.9602485,2.6876402,0,14.36418,0,0,1.8140199,0.2785789,0,0,2.2859397,0,0,0,0,0,0.6607235,0,0,2.700697,0,0.57778174,0,0
123,0,11.563629,1.0940245,0,0,0,2.0295546,0,0,2.3121042,0,0,5.3734355,3.7476833,0,3.1122413,0,0,0,2.2746942,9.745337,5.584304,0,0,0,0,12.648998,0.7703442,0,0,0,0.88759416,0.6973564,1.8259653,0,2.506952,2.8483293,0,1.1084076,0,0,2.5227551,0,0.08383253,0,0,0,5.564871,0,0,4.0514555,0,0,0,2.8462634
124,0,0,0,0,0,2.4359455,7.647255,0,2.1870253,0,0.27558422,0,5.267776,0,0,0,0,0,0,0,4.4313664,0.7623438,3.5654135,11.200734,2.2582765,0,0,3.8022068,0,0,0,0.66982615,2.0268211,0,3.350492,0,0.54566795,0,0.15020768,0,0,1.8701906,0,0,0,0,3.357848,0,0,1.8214475,1.7762794,0,0,0.47109562,1.7649971
125,0,7.2319655,1.4673136,11.223515,0,0,0,1.9353993,0,0,4.248324,2.0595531,0,0,2.116174,0,0,0,0,20.628437,0,2.8827975,3.0946095,0,1.0163425,0,0,0,0,1.3838066,12.774872,0,0.23762418,0,0,2.0113654,2.3450959,0,0,0,5.4338737,1.5047925,5.0852203,0.47356427,0.4896339,0,0,0,0,0,0,5.8583307,2.9513667,0,0
126,0,0.71139616,0,0,0,0.9235696,1.5239458,0,2.0986266,4.258458,0,0,5.125772,0,0.23155044,0,0,1.9326806,2.6445804,11.63164,6.583359,1.8320639,2.389414,1.1520324,0,0,0,3.42472,0,0,0,0,0,2.5605059,0,0,0,1.045159,0,0,0,5.768234,0,1.6053919,0,0,0,16.021025,0,0,0,0,0,0,4.0070863
127,0,5.636045,1.2879573,0,0,0,2.795012,1.9497173,2.8228297,3.4745636,0,7.6049333,3.6111722,2.5897005,0,7.8852253,0,0,0.7008464,0,0,0.680461,0,1.7846389,0,0.9350186,0,0.6601583,0,0,10.278587,0,0.69495755,3.9453528,0,0,5.787951,0,3.1194768,0,0,0.9091978,0,0.74231607,0,0,0,0,0,0,0,0,1.5823969,0,0
128,1.7266034,3.185178,0,0,0,0,0.33544144,0.03577811,0,0,0,0,2.7550194,0,1.7636387,0,0,0,3.0358548,0,0,1.0023404,3.2440896,0,0,0.2154202,0,0.41661212,0,0,0,0,0,0,0,3.716763,0,0,0,0,0.9449067,4.2363358,3.043329,1.1498585,0,0,0,13.668774,0,0,0,0,0,0,2.2365608
129,0,0,0.33228657,8.177148,0,0,0,1.7954644,1.5744888,4.1219134,0,0,2.653701,0,1.6577185,0,0,0,0,0,0,0,1.3926469,5.1504483,0.24851042,0,0,4.194107,0,0,0,0.063261464,0.40030506,0.0360223,0.78150463,0.7332997,2.4183831,0,0,0.21149473,0,4.4110165,0.1677897,3.4029684,0,0,0,0,0,1.4164721,3.1409311,0,0.63404506,0,0
130,0,2.041106,0,0,0,1.3441257,0,0,0,0,0,2.5986686,6.5721064,0,0.1558997,9.248873,0,0,0,0,0,0.7636126,0.18663685,9.577957,0,0,0,0.7882783,3.2889984,0.546211,0,0.20869005,0,0,17.651842,0,0,0.4037593,0,0.49705133,0,0.69334877,0.63684624,0,0,1.6551622,0,0,0,3.096856,0,0,0,0,0
131,0,0,1.2399772,0,1.3078294,0,0,0,3.444778,1.7197453,0,6.594082,1.4409878,0,0,0,0,0,0,0,0,2.611166,2.729841,8.664124,0,0,0,3.2213824,0.42303088,0,0,0,0,0,0,0,0,0,0.9211236,0,0,0,3.6660635,0,1.2518601,5.1087484,0,5.6577473,0,0,0,4.775177,2.1975045,0,3.8710692
132,0,0,0.96269214,1.8630924,0,0,0.5659517,0,3.04341,0,0,0.041016843,0,4.1593432,2.8141253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71805173,0,0,0,0,0,0,0.28193602,0,0,0,0,0,1.8226324,0,1.554589,0.45738196,0,0,1.5221549,0,0,1.1126153,4.7373786,0,0,0
133,0,0,0,0,0,0,4.9985614,3.9324734,3.6645453,0,0,0,0,0,0.55272305,0,0,0,0,0,0,0,1.8818235,0,0,0.091421925,0,0,0,0,0,0,0,1.0193063,0,3.3660452,0,0,0,0,0,4.5108905,0,6.171035,0,0,0,0,0,0,0,0,0,0,0
134,0,0,2.6331074,0,1.5904295,0.28962037,0,0,2.547407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39013627,0,0,10.342333,1.5032153,0.31360668,0.4140663,0,0,1.1177001,0,0,0,0,0.82705325,0,0.8873463,0,0,0,0,0,0,0,0,0,1.8817598,1.6109382
135,2.0375013,0,0,13.287877,0.014171156,0,0,0,0,0,10.375641,0,0,8.4592495,0,0,4.681113,9.56583,0,0,0,0,0,0,1.4246526,1.5633893,0,0,2.0224473,6.64983,0,2.6215777,2.9315636,0.9913595,32.992466,0,0,3.1911433,0.53253835,0,6.2064123,1.0540905,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,3.6341543,0,0,9.522113,0,0,0,0,0,3.780493,0,0,3.2584105,0,0,0,0,2.8728929,1.9182003,0,0,0,0,0,0,17.095192,0,7.453368,3.442901,0,0,2.859584,0.91434574,0.47050962,0,0,0.9201192,4.041012,10.77873,2.7018714,0,0,0,0.88859737,11.202231,28.10448,0,13.843919,5.396826,0,8.987738,0,10.465515,0
137,2.810167,3.484627,0.8709046,0,7.7614455,0.13842803,0,0,0,0,0,0.11560679,0,0,0,0,4.3288026,0.93310267,0,0,0,0,0,0,2.2388177,0,0,0,2.6354737,4.503391,0,2.5005195,3.1772249,0,1.7380246,0,0,8.717996,0.5636263,3.9883409,3.13494,0,0,0,18.26703,4.5977306,16.229275,0,0.6490369,1.934498,0,2.1048896,2.777378,0,0.98617727
138,0.24576929,0,4.0711675,0,0,0,0.67269593,1.3171461,0,0,0,3.2909396,10.48065,0,4.800199,0,0,0.30372012,0,12.950138,5.142917,0,2.829422,0,0.8373778,0,11.837218,0,0,0,0,0.9156504,0,0,14.466194,0.13168417,2.146796,0,0.88937306,0,0,2.0160456,5.0481133,5.823854,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,5.952162,0,0,3.4328277,4.5478516,0,4.0465374,0,2.6431508,0,0,0,5.6920586,0,0,0.8050229,0,0,4.749666,1.8205962,0,1.4915222,0,3.9239771,3.224387,1.9036558,0,0,0,1.1555176,0,0,1.6419672,3.550468,0,0,0,0,0.46900818,0,1.6081135,0,0,0,0,0,0,0,0,0,0,0
140,0,3.3407607,1.6688986,0,0,0,0,0.69614476,0,0.18133612,0,1.7799058,7.079772,0,0.8281659,8.672533,0,2.0766518,0,0,0.52815354,0,0,6.3379836,0,0,5.756163,4.3106093,0,0,0,4.055794,0.100749224,0,6.56115,0.2638225,0,0,2.5162022,0,1.7091148,1.90825,0,0,2.3755062,0,0,5.838992,0.088927776,0,0.26506057,4.5086737,0,0,0
141,0,2.04105,0.87154806,0,6.2964077,5.131225,1.9164149,0,0,0,11.111831,0,0,9.267717,1.4849024,0,1.9674388,13.841144,0,8.56409,7.1488757,0,0,1.9756279,0,0,0,0,5.974683,7.4570503,0,0,1.6777354,0,11.2228365,0,0,4.1746087,0,11.330749,7.5300603,0,0,0,19.293468,6.270266,20.45223,0,4.3239107,7.642603,0,11.697566,2.829823,5.750712,0
142,1.2910668,0,0,0,0,0,0,0,0,1.489494,2.1446059,0,0.80427635,4.557831,1.4649066,0,0,0,0,0.2763932,5.031939,0,0,1.8318408,4.5843844,1.4166813,0,1.0826051,0,4.4925504,0,0,0.109336466,0,7.1223783,0,0,0.44366714,2.6481917,0,1.0967847,0,0,0,0,3.5411153,0,0,0,0,0.20842835,18.850857,0,5.323174,0
